Ticker,Full_Ticker,Name,Sector,Industry_GICS,Index_Membership,Market_Cap,Net_Debt,Minority_Interest,EV,EBITDA,Net_Income,Equity,Avg_EBITDA_Margin_Forecast_10y,EBITDA_Forecast_CAGR_10y,Avg_Net_Income_Margin_Forecast_10y,Net_Income_Forecast_CAGR_10y,ROE,Beta_5y,Net_Debt_perc_EV,EV_TTM_EBITDA,Market_Cap_TTM_Net_Income,Market_Cap_BV_Equity
PCG,NYSE:PCG,PG&E Corporation,Utilities,Electric Utilities,"Russell 1000, Russell 3000"," 24,688 "," 40,172 ", 252 ," 65,112 "," 5,846 ","-5,135 "," 21,064 ",42%,8%,12%,NM,-35%, 1.30 ,62%,11.1,  , 1.2 
DAL,NYSE:DAL,"Delta Air Lines, Inc.",Industrials,Airlines,"Dow Jones Composite Average, Dow Jones Transportation Average, Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 24,733 "," 21,013 ", -   ," 45,746 ",-51 ,"-10,532 "," 3,357 ",18%,6%,5%,5%,-114%, 1.43 ,46%,,  , 7.4 
GDRX,NASDAQGS:GDRX,"GoodRx Holdings, Inc.",Healthcare,Health Care Technology,Nasdaq Composite," 18,858 ",-342 , -   ," 18,517 ", 79 , 20 , 756 ,40%,16%,26%,27%,2%, -   ,-2%,234.1, 948.7 , 24.9 
GRMN,NASDAQGS:GRMN,Garmin Ltd.,Consumer Discretionary,Household Durables,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 22,784 ","-2,653 ", -   ," 20,131 "," 1,078 "," 1,020 "," 5,104 ",27%,4%,23%,3%,21%, 0.99 ,-13%,18.7, 22.3 , 4.5 
AVB,NYSE:AVB,"AvalonBay Communities, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 22,091 "," 7,659 ", 3 ," 29,753 "," 1,478 ", 654 ," 10,673 ",64%,2%,22%,-3%,6%, 0.99 ,26%,20.1, 33.8 , 2.1 
FLT,NYSE:FLT,"FLEETCOR Technologies, Inc.",Information Technology,IT Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 22,473 "," 3,704 ", -   ," 26,177 "," 1,274 ", 730 ," 2,938 ",56%,3%,43%,6%,21%, 1.52 ,14%,20.5, 30.8 , 7.6 
SPG,NYSE:SPG,"Simon Property Group, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Real Estate Sector"," 27,472 "," 24,575 ", 451 ," 52,497 "," 3,588 "," 1,351 "," 2,203 ",75%,0%,35%,0%,62%, 1.50 ,47%,14.6, 20.3 , 12.5 
BNTX,NASDAQGS:BNTX,BioNTech SE,Healthcare,Biotechnology,Nasdaq Composite," 24,213 ",-845 , -   ," 23,369 ",-356 ,-410 , 928 ,41%,NM,30%,NM,-61%, -   ,-4%,,  , 26.1 
TDOC,NYSE:TDOC,"Teladoc Health, Inc.",Healthcare,Health Care Technology,"Russell 1000, Russell 3000"," 29,868 ",-176 , -   ," 29,692 ", 19 ,-110 ," 2,231 ",21%,NM,0%,NM,-7%, 0.36 ,-1%,1581.0,  , 13.4 
MXIM,NASDAQGS:MXIM,"Maxim Integrated Products, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 23,097 ",-561 , -   ," 22,537 ", 853 , 684 ," 1,711 ",41%,5%,31%,4%,39%, 1.27 ,-2%,26.4, 33.8 , 13.5 
CMS,NYSE:CMS,CMS Energy Corporation,Utilities,Multi-Utilities,"Russell 1000, Russell 3000, S&P 500, S&P 500 Utilities Sector"," 16,492 "," 14,616 ", 578 ," 31,686 "," 2,317 ", 764 ," 5,898 ",38%,3%,12%,3%,15%, 0.10 ,46%,13.7, 21.6 , 2.8 
VMC,NYSE:VMC,Vulcan Materials Company,Materials,Construction Materials,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 18,985 "," 2,646 ", -   ," 21,631 "," 1,285 ", 611 ," 5,928 ",28%,3%,14%,3%,11%, 0.60 ,12%,16.8, 31.1 , 3.2 
HOLX,NASDAQGS:HOLX,"Hologic, Inc.",Healthcare,Healthcare Equipment & Supplies,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 19,191 "," 2,469 ", 2 ," 21,662 "," 1,533 "," 1,115 "," 2,707 ",39%,1%,27%,0%,46%, 1.27 ,11%,14.1, 17.2 , 7.1 
IQ,NASDAQGS:IQ,"iQIYI, Inc.",Communication Services,Entertainment,Nasdaq Composite," 12,617 "," 12,362 ", 162 ," 25,141 "," 10,513 ","-7,985 "," 5,477 ",22%,3%,-6%,NM,-92%, 1.12 ,49%,2.4,  , 2.3 
MPC,NYSE:MPC,Marathon Petroleum Corporation,Energy,"Oil, Gas & Consumable Fuels","Russell 1000, Russell 3000, S&P 500, S&P 500 Energy Sector"," 25,811 "," 32,906 "," 8,061 "," 66,778 "," 3,450 ","-9,668 "," 30,514 ",12%,5%,1%,0%,-35%, 2.24 ,49%,19.4,  , 0.8 
TTWO,NASDAQGS:TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Entertainment,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Communication Services Sector"," 22,097 ","-2,206 ", -   ," 19,890 ", 591 , 474 ," 2,901 ",24%,7%,20%,7%,19%, 0.60 ,-11%,33.7, 46.6 , 7.6 
EPAM,NYSE:EPAM,"EPAM Systems, Inc.",Information Technology,IT Services,"Russell 1000, Russell 3000"," 19,902 ",-951 , -   ," 18,951 ", 411 , 316 ," 1,860 ",22%,14%,16%,13%,19%, 1.34 ,-5%,46.1, 63.0 , 10.7 
CAG,NYSE:CAG,"Conagra Brands, Inc.",Consumer Staples,Food Products,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Staples Sector"," 17,582 "," 9,463 ", 78 ," 27,123 "," 2,364 ", 995 ," 8,199 ",22%,1%,12%,4%,13%, 0.80 ,35%,11.5, 17.7 , 2.1 
TCOM,NASDAQGS:TCOM,Trip.com Group Limited,Consumer Discretionary,Internet & Direct Marketing Retail,"Nasdaq 100, Nasdaq Composite"," 19,388 "," 19,640 "," 1,566 "," 40,594 ", 352 ,"-2,243 "," 100,281 ",26%,12%,22%,9%,-2%, 1.36 ,48%,115.5,  , 0.2 
FE,NYSE:FE,FirstEnergy Corp.,Utilities,Electric Utilities,"Dow Jones Composite Average, Dow Jones Utilities Average, Russell 1000, Russell 3000, S&P 500, S&P 500 Utilities Sector"," 16,251 "," 22,320 ", -   ," 38,571 "," 2,428 ", 726 ," 7,188 ",36%,5%,13%,7%,8%, 0.15 ,58%,15.9, 22.4 , 2.3 
EQR,NYSE:EQR,Equity Residential,Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 21,535 "," 8,548 ", 531 ," 30,614 "," 1,674 ", 951 ," 11,048 ",63%,1%,16%,-7%,9%, 0.77 ,28%,18.3, 22.7 , 1.9 
VIAC,NASDAQGS:VIAC,ViacomCBS Inc.,Communication Services,Media,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Communication Services Sector"," 21,591 "," 18,404 ", 885 ," 40,880 "," 4,436 "," 1,354 "," 15,441 ",18%,2%,10%,0%,14%, 1.81 ,45%,9.2, 15.9 , 1.4 
EFX,NYSE:EFX,Equifax Inc.,Industrials,Professional Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 23,602 "," 2,842 ", 38 ," 26,482 "," 1,041 ", 442 ," 2,967 ",36%,9%,20%,NM,16%, 1.28 ,11%,25.4, 53.4 , 8.0 
HZNP,NASDAQGS:HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Pharmaceuticals,"Nasdaq Composite, Russell 1000, Russell 3000"," 15,039 ",-674 , -   ," 14,365 ", 327 , 792 ," 3,797 ",52%,33%,44%,14%,30%, 1.15 ,-5%,43.9, 19.0 , 4.0 
CDW,NASDAQGS:CDW,CDW Corporation,Information Technology,"Electronic Equipment, Instruments & Components","Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 18,696 "," 3,494 ", -   ," 22,190 "," 1,558 ", 736 ," 1,239 ",8%,3%,5%,5%,68%, 1.11 ,16%,14.2, 25.4 , 15.1 
IP,NYSE:IP,International Paper Company,Materials,Containers & Packaging,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 19,419 "," 3,603 ", 3 ," 23,025 "," 3,225 ", 494 ," 7,096 ",17%,0%,7%,2%,7%, 1.12 ,16%,7.1, 39.3 , 2.7 
DGX,NYSE:DGX,Quest Diagnostics Incorporated,Healthcare,Healthcare Providers & Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 16,334 "," 3,544 ", 126 ," 20,004 "," 1,926 "," 1,105 "," 6,526 ",22%,2%,13%,2%,18%, 1.07 ,18%,10.4, 14.8 , 2.5 
NET,NYSE:NET,"Cloudflare, Inc.",Information Technology,Software,"Russell 1000, Russell 3000"," 26,600 ",-633 , -   ," 25,966 ",-75 ,-114 , 826 ,15%,NM,-2%,NM,-14%, -   ,-2%,,  , 32.2 
BIO,NYSE:BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Life Sciences Tools & Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 17,412 ",-509 , -   ," 16,903 ", 460 ," 3,521 "," 8,825 ",21%,5%,13%,-14%,50%, 0.82 ,-3%,36.8, 4.9 , 2.0 
ETSY,NASDAQGS:ETSY,"Etsy, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 24,888 ",-414 , -   ," 24,473 ", 328 , 232 , 667 ,32%,24%,22%,21%,44%, 1.68 ,-2%,74.6, 107.3 , 37.3 
STNE,NASDAQGS:STNE,StoneCo Ltd.,Information Technology,IT Services,"Nasdaq Composite, Russell 1000, Russell 3000"," 26,408 ","-4,488 ", 93 ," 22,014 ",-66 , 803 ," 14,602 ",97%,45%,48%,8%,8%, 2.40 ,-20%,, 32.9 , 1.8 
GRFS,NASDAQGS:GRFS,"Grifols, S.A.",Healthcare,Biotechnology,Nasdaq Composite," 17,495 "," 6,003 "," 1,761 "," 25,258 "," 1,244 ", 687 ," 7,108 ",29%,4%,16%,6%,14%, 0.13 ,24%,20.3, 25.4 , 2.5 
COO,NYSE:COO,"The Cooper Companies, Inc.",Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 17,325 "," 1,965 ", 0 ," 19,290 ", 689 , 238 ," 3,825 ",33%,7%,24%,13%,6%, 0.82 ,10%,28.0, 72.7 , 4.5 
BR,NYSE:BR,"Broadridge Financial Solutions, Inc.",Information Technology,IT Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 17,167 "," 1,729 ", -   ," 18,896 ", 932 , 472 ," 1,414 ",22%,3%,14%,6%,37%, 0.84 ,9%,20.3, 36.3 , 12.1 
AMCR,NYSE:AMCR,Amcor plc,Materials,Containers & Packaging,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 17,799 "," 6,292 ", 57 ," 24,148 "," 1,863 ", 744 ," 4,744 ",16%,2%,9%,7%,15%, 0.41 ,26%,13.0, 23.9 , 3.8 
KSU,NYSE:KSU,Kansas City Southern,Industrials,Road & Rail,"Dow Jones Composite Average, Dow Jones Transportation Average, Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 18,343 "," 3,180 ", 326 ," 21,849 "," 1,397 ", 579 ," 4,794 ",55%,4%,27%,6%,12%, 1.02 ,15%,15.6, 31.7 , 3.8 
CHKP,NASDAQGS:CHKP,Check Point Software Technologies Ltd.,Information Technology,Software,"Nasdaq 100, Nasdaq Composite"," 18,705 ","-3,896 ", -   ," 14,809 ", 923 , 848 ," 3,352 ",50%,3%,44%,3%,24%, 0.65 ,-26%,16.0, 22.1 , 5.6 
NTRS,NASDAQGS:NTRS,Northern Trust Corporation,Financials,Capital Markets,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 18,856 "," 3,315 ", -   ," 22,171 ", -   ," 1,340 "," 11,579 ",2%,2%,20%,NM,12%, 1.14 ,15%,, 14.1 , 1.6 
FITB,NASDAQGS:FITB,Fifth Third Bancorp,Financials,Banks,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 19,185 "," 11,298 ", -   ," 30,483 ", -   ," 1,557 "," 22,951 ",5%,0%,22%,NM,7%, 1.64 ,37%,, 12.3 , 0.8 
AKAM,NASDAQGS:AKAM,"Akamai Technologies, Inc.",Information Technology,IT Services,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 17,360 ", 155 , -   ," 17,515 ", 987 , 563 ," 4,108 ",45%,8%,27%,9%,15%, 0.49 ,1%,17.7, 30.8 , 4.2 
TIF,NYSE:TIF,Tiffany & Co.,Consumer Discretionary,Specialty Retail,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 15,923 "," 1,468 ", 12 ," 17,403 ", 723 , 288 ," 3,279 ",22%,2%,13%,2%,9%, 0.76 ,8%,24.1, 55.4 , 4.9 
DOV,NYSE:DOV,Dover Corporation,Industrials,Machinery,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 17,788 "," 2,710 ", -   ," 20,498 "," 1,258 ", 669 ," 3,246 ",20%,2%,13%,5%,21%, 1.30 ,13%,16.3, 26.6 , 5.5 
BEPC,NYSE:BEPC,Brookfield Renewable Corporation,Utilities,Independent Power & Renewable Electricity Producers,"Russell 2000, Russell 3000"," 15,914 "," 11,658 "," 8,421 "," 35,993 "," 1,223 ","-1,166 "," 9,716 ",66%,9%,3%,-1%,-90%, -   ,32%,29.4,  , 1.6 
XYL,NYSE:XYL,Xylem Inc.,Industrials,Machinery,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 17,915 "," 1,552 ", 8 ," 19,475 ", 760 , 224 ," 2,875 ",18%,2%,10%,5%,8%, 1.01 ,8%,25.6, 80.0 , 6.2 
VAR,NYSE:VAR,"Varian Medical Systems, Inc.",Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 15,943 ",-305 , 9 ," 15,648 ", 520 , 269 ," 2,085 ",22%,8%,15%,11%,14%, 1.06 ,-2%,30.1, 59.2 , 7.6 
LI,NASDAQGS:LI,Li Auto Inc.,Consumer Discretionary,Automobiles,Nasdaq Composite," 28,086 ","-16,461 ", -   ," 11,624 ",-877 ,-985 ," 20,331 ",22%,NM,1%,NM,-10%, -   ,-142%,,  , 1.4 
SSNC,NASDAQGS:SSNC,"SS&C Technologies Holdings, Inc.",Information Technology,Software,"Nasdaq Composite, Russell 1000, Russell 3000"," 18,291 "," 6,953 ", -   ," 25,245 "," 1,732 ", 570 ," 5,383 ",40%,3%,26%,13%,11%, 1.57 ,28%,14.6, 32.1 , 3.4 
TFX,NYSE:TFX,Teleflex Incorporated,Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 18,480 "," 1,846 ", -   ," 20,325 ", 654 , 367 ," 3,236 ",32%,5%,23%,6%,12%, 1.13 ,9%,31.1, 50.3 , 5.7 
TYL,NYSE:TYL,"Tyler Technologies, Inc.",Information Technology,Software,"Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 17,684 ",-556 , -   ," 17,129 ", 220 , 188 ," 1,898 ",31%,9%,21%,8%,11%, 0.68 ,-3%,78.0, 94.3 , 9.3 
ANET,NYSE:ANET,"Arista Networks, Inc.",Information Technology,Communications Equipment,"Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 22,004 ","-2,771 ", -   ," 19,233 ", 733 , 712 ," 3,084 ",40%,6%,30%,3%,25%, 1.19 ,-14%,26.2, 30.9 , 7.1 
TSCO,NASDAQGS:TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Retail,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 17,448 "," 2,309 ", -   ," 19,757 "," 1,298 ", 757 ," 1,876 ",12%,5%,7%,5%,45%, 0.98 ,12%,15.2, 23.0 , 9.3 
BILI,NASDAQGS:BILI,Bilibili Inc.,Communication Services,Entertainment,Nasdaq Composite," 29,838 ","-5,300 ", 198 ," 24,736 ","-1,219 ","-2,567 "," 8,410 ",9%,NM,-3%,NM,-33%, 1.35 ,-21%,,  , 3.5 
MLM,NYSE:MLM,"Martin Marietta Materials, Inc.",Materials,Construction Materials,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 17,020 "," 2,983 ", 3 ," 20,005 "," 1,276 ", 669 ," 5,759 ",28%,3%,14%,3%,12%, 0.71 ,15%,15.7, 25.4 , 3.0 
INVH,NYSE:INVH,Invitation Homes Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000"," 16,267 "," 8,397 ", 51 ," 24,714 "," 1,004 ", 178 ," 8,331 ",58%,3%,12%,7%,2%, 0.80 ,34%,24.6, 91.6 , 2.0 
AGR,NYSE:AGR,"Avangrid, Inc.",Utilities,Electric Utilities,"Russell 1000, Russell 3000"," 13,751 "," 8,848 ", 631 ," 23,230 "," 1,806 ", 638 ," 15,854 ",36%,5%,12%,3%,4%, 0.23 ,38%,12.9, 21.6 , 0.9 
RYAA.Y,NASDAQGS:RYAA.Y,Ryanair Holdings plc,Industrials,Airlines,Nasdaq Composite," 21,418 "," 1,116 ", -   ," 22,534 ", 267 ,-915 ," 4,979 ",42%,27%,20%,33%,-16%, 1.42 ,5%,84.4,  , 4.3 
ZBRA,NASDAQGS:ZBRA,Zebra Technologies Corporation,Information Technology,"Electronic Equipment, Instruments & Components","Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 20,258 "," 1,688 ", -   ," 21,946 ", 785 , 474 ," 1,931 ",22%,4%,17%,7%,26%, 1.71 ,8%,28.0, 42.7 , 10.5 
STE,NYSE:STE,STERIS plc,Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 15,579 ", 854 , 15 ," 16,448 ", 781 , 422 ," 3,662 ",27%,5%,18%,7%,12%, 0.61 ,5%,21.1, 36.9 , 4.3 
WORK,NYSE:WORK,"Slack Technologies, Inc.",Information Technology,Software,"Russell 1000, Russell 3000"," 24,707 ",-671 , 22 ," 24,059 ",-239 ,-307 , 877 ,9%,NM,30%,NM,-39%, -   ,-3%,,  , 28.2 
TXG,NASDAQGS:TXG,"10x Genomics, Inc.",Healthcare,Life Sciences Tools & Services,"Nasdaq Composite, Russell 1000, Russell 3000"," 16,102 ",-707 , -   ," 15,395 ",-62 ,-134 , 825 ,4%,35%,3%,NM,-22%, -   ,-5%,,  , 19.5 
DPZ,NYSE:DPZ,"Domino's Pizza, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure","Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 15,710 "," 4,014 ", -   ," 19,723 ", 727 , 469 ,"-3,212 ",20%,5%,12%,5%,NM, 0.39 ,20%,27.1, 33.5 ,  
ATUS,NYSE:ATUS,"Altice USA, Inc.",Communication Services,Media,"Russell 1000, Russell 3000"," 19,577 "," 26,181 ", 11 ," 45,768 "," 4,187 ", 106 , 745 ,46%,3%,9%,24%,8%, 1.10 ,57%,10.9, 184.6 , 26.3 
TRU,NYSE:TRU,TransUnion,Industrials,Professional Services,"Russell 1000, Russell 3000"," 18,798 "," 3,187 ", 100 ," 22,085 ", 973 , 324 ," 2,402 ",40%,4%,22%,9%,15%, 1.22 ,14%,22.7, 58.0 , 7.8 
FOX,NASDAQGS:FOX,Fox Corporation,Communication Services,Media,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Communication Services Sector"," 16,161 "," 3,422 ", 325 ," 19,908 "," 3,089 "," 1,606 "," 11,116 ",20%,1%,11%,5%,15%, -   ,17%,6.4, 10.1 , 1.5 
PODD,NASDAQGS:PODD,Insulet Corporation,Healthcare,Healthcare Equipment & Supplies,"Nasdaq Composite, Russell 1000, Russell 3000"," 16,776 ", 29 , -   ," 16,805 ", 116 , 29 , 595 ,22%,18%,11%,34%,8%, 0.77 ,0%,145.2, 580.5 , 28.2 
EXPD,NASDAQGS:EXPD,"Expeditors International of Washington, Inc.",Industrials,Air Freight & Logistics,"Dow Jones Composite Average, Dow Jones Transportation Average, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 16,029 ","-1,037 ", 2 ," 14,995 ", 894 , 635 ," 2,504 ",10%,3%,7%,3%,27%, 0.75 ,-7%,16.8, 25.2 , 6.4 
EXR,NYSE:EXR,Extra Space Storage Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 14,887 "," 5,581 ", 379 ," 20,846 ", 876 , 438 ," 2,768 ",78%,2%,41%,3%,18%, 0.17 ,27%,23.8, 34.0 , 5.4 
VLO,NYSE:VLO,Valero Energy Corporation,Energy,"Oil, Gas & Consumable Fuels","Russell 1000, Russell 3000, S&P 500, S&P 500 Energy Sector"," 21,898 "," 12,371 ", 793 ," 35,062 "," 3,010 ",-2 ," 20,016 ",7%,3%,2%,2%,0%, 2.12 ,35%,11.6,  , 1.1 
NVR,NYSE:NVR,"NVR, Inc.",Consumer Discretionary,Household Durables,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 15,634 ",-946 , -   ," 14,688 "," 1,076 ", 852 ," 2,919 ",16%,7%,14%,8%,32%, 1.01 ,-6%,13.7, 18.3 , 5.4 
IR,NYSE:IR,Ingersoll Rand Inc.,Industrials,Machinery,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 19,028 "," 2,726 ", 58 ," 21,813 ", 638 ,-159 ," 8,830 ",22%,12%,14%,20%,-3%, 1.54 ,12%,34.2,  , 2.2 
SYF,NYSE:SYF,Synchrony Financial,Financials,Consumer Finance,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 19,417 "," 2,219 ", -   ," 21,636 ", -   ," 1,378 "," 12,099 ",10%,15%,18%,-3%,10%, 1.77 ,10%,, 14.1 , 1.6 
CTLT,NYSE:CTLT,"Catalent, Inc.",Healthcare,Pharmaceuticals,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 17,275 "," 2,056 ", -   ," 19,331 ", 722 , 303 ," 3,679 ",26%,6%,13%,14%,11%, 1.52 ,11%,26.8, 57.0 , 4.7 
WIX,NASDAQGS:WIX,Wix.com Ltd.,Information Technology,IT Services,Nasdaq Composite," 15,145 ",-626 , -   ," 14,519 ",-141 ,-175 , 267 ,21%,NM,4%,NM,-75%, 1.44 ,-4%,,  , 56.6 
LVGO,NASDAQGS:LVGO,"Livongo Health, Inc.",Healthcare,Health Care Technology,"Nasdaq Composite, Russell 1000, Russell 3000", -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%,0%,0%, -   ,,,  ,  
POOL,NASDAQGS:POOL,Pool Corporation,Consumer Discretionary,Distributors,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P Midcap 400"," 14,848 ", 462 , -   ," 15,310 ", 452 , 326 , 590 ,13%,6%,9%,6%,65%, 0.72 ,3%,33.9, 45.6 , 25.2 
ELAN,NYSE:ELAN,Elanco Animal Health Incorporated,Healthcare,Pharmaceuticals,"Russell 1000, Russell 3000"," 14,257 "," 5,655 ", -   ," 19,912 ", 493 ,-247 ," 8,344 ",24%,8%,12%,27%,-4%, 0.87 ,28%,40.4,  , 1.7 
VTR,NYSE:VTR,"Ventas, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 18,444 "," 11,707 ", 340 ," 30,491 "," 1,578 ", 340 ," 10,537 ",45%,2%,6%,-4%,3%, 1.26 ,38%,19.3, 54.2 , 1.8 
ALNY,NASDAQGS:ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 1000, Russell 3000"," 16,069 ","-1,504 ", -   ," 14,565 ",-902 ,-891 ," 1,215 ",-12%,NM,-21%,NM,-63%, 1.49 ,-10%,,  , 13.2 
DKNG,NASDAQGS:DKNG,DraftKings Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Nasdaq Composite," 20,526 ","-1,141 ", -   ," 19,385 ",-531 ,-607 ," 1,995 ",-4%,NM,-15%,NM,-61%, -   ,-6%,,  , 10.3 
SIVB,NASDAQGS:SIVB,SVB Financial Group,Financials,Banks,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 19,072 ","-2,968 ", 174 ," 16,278 ", -   ," 1,078 "," 7,967 ",6%,12%,27%,0%,16%, 2.15 ,-18%,, 17.7 , 2.4 
KMX,NYSE:KMX,"CarMax, Inc.",Consumer Discretionary,Specialty Retail,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 15,150 "," 15,120 ", -   ," 30,270 "," 1,174 ", 690 ," 3,983 ",10%,8%,6%,8%,18%, 1.78 ,50%,25.8, 22.0 , 3.8 
CBRE,NYSE:CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Management & Development,"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 20,507 "," 2,914 ", 41 ," 23,463 "," 1,641 "," 1,076 "," 6,594 ",8%,3%,5%,1%,18%, 1.59 ,12%,14.3, 19.1 , 3.1 
PEAK,NYSE:PEAK,"Healthpeak Properties, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 15,973 "," 6,358 ", 566 ," 22,897 ", 926 , 311 ," 7,406 ",49%,3%,5%,14%,5%, 0.67 ,28%,24.7, 51.4 , 2.2 
QRVO,NASDAQGS:QRVO,"Qorvo, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 18,629 ", 669 , -   ," 19,298 "," 1,117 ", 446 ," 4,407 ",37%,7%,26%,15%,10%, 1.54 ,3%,17.3, 41.8 , 4.2 
CPB,NYSE:CPB,Campbell Soup Company,Consumer Staples,Food Products,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Staples Sector"," 14,469 "," 5,595 ", 4 ," 20,068 "," 1,683 "," 1,771 "," 2,773 ",21%,1%,11%,5%,37%, 0.51 ,28%,11.9, 8.2 , 5.2 
TER,NASDAQGS:TER,"Teradyne, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 19,689 ",-873 , -   ," 18,817 ", 982 , 713 ," 1,994 ",35%,8%,26%,9%,41%, 1.35 ,-5%,19.2, 27.6 , 9.9 
